name,mean,min,median,max,count,70%,80%,90%
SBC_quantile_1,-0.022,-0.475,-0.034,0.335,12,0.126,0.173,0.314
RRF_range01_2,-0.039,-0.111,-0.033,0.027,3,-0.009,0.003,0.015
M5_quantile_1,-0.068,-0.619,-0.033,0.278,12,0.097,0.125,0.127
gamSpline_range01_2,-0.032,-0.163,-0.032,0.099,2,0.02,0.047,0.073
parRF_asis_2,-0.072,-0.42,-0.032,0.175,20,0.022,0.089,0.128
treebag_quantile_2,-0.031,-0.316,-0.032,0.26,19,0.048,0.097,0.145
svmRadial_range01_1,-0.075,-1.068,-0.03,0.236,19,0.015,0.023,0.159
svmRadialCost_YeoJohnson_2,-0.019,-0.276,-0.03,0.382,19,0.044,0.069,0.185
ctree_asis_2,-0.101,-0.829,-0.03,0.177,20,0.02,0.077,0.135
krlsRadial_YeoJohnson_2,-0.05,-0.479,-0.03,0.347,19,0.059,0.095,0.179
plsRglm_quantile_1,-0.136,-0.765,-0.03,0.103,10,0.072,0.097,0.103
gbm_range01_1,-0.104,-0.821,-0.03,0.308,19,0.044,0.101,0.254
nnls_range01_1,-0.07,-0.484,-0.029,0.266,19,0.033,0.061,0.165
RRF_range01_1,-0.017,-0.253,-0.029,0.196,11,0.099,0.119,0.188
rf_range01_2,-0.034,-0.139,-0.028,0.066,3,0.01,0.028,0.047
knn_range01_1,-0.014,-0.333,-0.028,0.5,19,0.087,0.119,0.209
bagEarth_quantile_1,-0.047,-0.546,-0.028,0.331,13,0.103,0.176,0.232
Rborist_asis_2,-0.049,-0.38,-0.027,0.183,16,0.034,0.099,0.14
extraTrees_asis_2,-0.041,-0.469,-0.027,0.317,20,0.105,0.133,0.184
RRF_asis_2,-0.018,-0.27,-0.026,0.27,16,0.068,0.105,0.134
rvmLinear_all_2,-0.025,-0.025,-0.025,-0.025,1,-0.025,-0.025,-0.025
svmRadialCost_range01_2,-0.069,-0.17,-0.025,-0.011,3,-0.019,-0.017,-0.014
xgbTree_range01_2,-0.175,-0.5,-0.025,0.001,3,-0.015,-0.009,-0.004
rvmRadial_range01_2,-0.098,-0.455,-0.025,0.186,3,0.059,0.102,0.144
rvmPoly_range01_1,0.001,-0.248,-0.025,0.344,19,0.111,0.172,0.208
Rborist_YeoJohnson_2,-0.039,-0.255,-0.024,0.146,17,0.052,0.059,0.099
parRF_range01_1,-0.032,-0.238,-0.024,0.209,19,0.056,0.072,0.097
svmLinear3_asis_2,-0.071,-0.71,-0.024,0.434,20,0.068,0.103,0.145
SL.svm_range01_1,-0.023,-0.023,-0.023,-0.023,1,-0.023,-0.023,-0.023
RRFglobal_range01_1,-0.02,-0.237,-0.023,0.19,11,0.088,0.103,0.109
rf_YeoJohnson_2,-0.026,-0.241,-0.022,0.228,19,0.068,0.107,0.136
